product_id,main_category,name,count_sold,final_price,original_price,stock,is_official,rating_average,shop_location,discount_percentage
100000129013,rumah_tangga,SAPPORO COAT HANGER N5 - Gantungan Baju | Hanger Pakaian Besi,321,8900,20000,172,t,,,55.50
5255980595,buku,Disney Mickey: The Rigatoni Ribbon,0,135200,169000,1,f,,Bogor,20.00
1939305588,buku,SENI MENGELOLA KONFLIK,9,68000,,6,t,5,Kota Administrasi Jakarta Selatan,0
100000129021,rumah_tangga,SAPPORO COAT HANGER N4 - Gantungan Baju | Hanger Pakaian Besi,200,12900,29000,154,t,,,55.52
669898074,dapur,Maxim Wajan Venice Set - teflon - Black Diamond,0,250844,443800,128,f,5,Surabaya,43.48
378646445,rumah_tangga,Guling Dacron / Bantal Guling,581,88000,154000,2500,t,5,Kab. Tangerang,42.86
359930196,rumah_tangga,Dymax Power Head PH400,11,109000,,41,t,5,Kab. Tangerang,0
1162345282,dapur,Panci Set Homelux 13 Pcs Cookware Set Marble - Hijau,0,145000,,176,f,,Tangerang,0
9541215128,film_musik,ELZSA KB,929,105888,,133,f,5,Kota Surabaya,0
594349196,dapur,china panci aluminium 24cm non induction,0,160000,,55,f,5,Tangerang Selatan,0
268823794,rumah_tangga,Ambalan Laci Melayang 60x20x5.5 MERK KINBAR A543,2112,108500,,295,f,4.8,Kota Administrasi Jakarta Barat,0
6609702421,office_stationery,Kertas HVS Paper One 100 gr,2,100000,,498,f,,Kota Tangerang,0
2145556006,rumah_tangga,Daiso Storage Box with Lid -,285,33000,,1,t,5,Kota Administrasi Jakarta Selatan,0
393798215,dapur,EXQUISITE SPAGHETTI SPOON,0,93500,,2,f,5,Tangerang Selatan,0
2205081570,"",MICRO 0.1 GRAM 0.1GR BIRTHDAY BLUE,15,324000,,100,t,5,Kota Surabaya,0
796037947,elektronik,Aqua AQW 77 DH Mesin Cuci (1 Tabung / 7KG),351,1905000,1920000,18,f,5,Kota Bekasi,0.78
7108956199,elektronik,SHARP MICROWAVE OVEN 25 LITER R-725DA-BK,5,1500000,,10,t,5,Kota Palembang,0
16221525524,office_stationery,Pen Standard AE7,26483,17000,,2180,f,4.9,Kota Tangerang Selatan,0
8283649897,film_musik,MIPRO MI-58R & MI-58T BMJ,4,9675000,,1,t,5,Kota Administrasi Jakarta Pusat,0
1276550898,rumah_tangga,Shinpo 204 Kotak Box Tempat Masker Pensil Penyimpanan Serbaguna Kawaii,3686,9300,,6853,f,4.9,Kota Administrasi Jakarta Barat,0
11753450086,gaming,PS5 Dying Light 2 Stay Human,2,519000,,2,t,5,Kota Administrasi Jakarta Pusat,0
4062161360,perawatan_hewan,AquaPro CrabKal 300gr/12oz,14,119000,,986,t,5,Kab. Tangerang,0
100838641809,kecantikan,Montiss Facial Tissue 1100 Sheets,9051,27000,39121,4388,t,4.9,Kab. Mojokerto,30.98
4635604441,perawatan_tubuh,GILLETTE GOAL II 2 PCS,2,21650,,5,t,5,Kota Serang,0
1781874455,perawatan_tubuh,GILLETTE GOAL II 3'+1'S,2,36050,,1,t,5,Kota Cilegon,0
781949458,rumah_tangga,Informa 42X20X79 cm Rak Sepatu 5 Tingkat - Hitam Penyimpanan Alas Kaki Organizer Sepatu Tempat Sandal Rak Multifungsi Vertikal,5354,59400,128600,26,t,4.7,Kota Administrasi Jakarta Utara,53.81
9665251383,rumah_tangga,STORA LACI PENYIMPANAN STACKABLE - BIRU TUA,97,21700,32300,3,t,5,Kota Administrasi Jakarta Selatan,32.82
1120393609,rumah_tangga,Box Container Shinpo CB 130 Liter / Kontainer Plastik CB130 Mega,505,164080,,9443,f,4.9,Kota Administrasi Jakarta Barat,0
1276280650,rumah_tangga,Shinpo SIP 126 CB 195 Liter Extra Container Box CB195 Dengan Roda,1052,345000,,9919,f,4.9,Kota Administrasi Jakarta Barat,0
2837384086,rumah_tangga,STORAGE BOX OSS OLYMPLAST KOTAK PENYIMPANAN SERBAGUNA WARNA HITAM,189,84550,,6,f,5,Kota Tangerang Selatan,0
100528165971,rumah_tangga,Tempat Penyimpanan Beras Aswei Rice Storage Container Box Anti Lembab Serangga Multifungsi Estetik,560,169000,199000,6,f,4.9,Kab. Tangerang,15.08
1276276230,rumah_tangga,Shinpo 126 CB195 Extra Container Box CB 195 Liter Jumbo Plastik Kotak,2841,345000,,9513,f,5,Kota Administrasi Jakarta Barat,0
1575667582,rumah_tangga,Kardus Pindahan ALVAboard Handle Box Pengiriman Large Ukuran 60x40x30 cm (P x L x T),8047,30690,34100,6,t,4.9,Kab. Tangerang,10.00
45864609,rumah_tangga,BENCH BOX STORAGE 120X55 CM ( bisa custom),47,1450000,,299,t,5,Kab. Bogor,0
7392124666,rumah_tangga,Rak Sepatu Kaca,6,995000,1990000,119,t,5,Kab. Bogor,50.00
2124501401,rumah_tangga,AZKO Stora Kotak Tisu - Hitam Tissue Box Holder Tempat Tisu Aesthetic Wadah Penyimpanan Tisyu Perlengkapan Rumah,1605,75500,,6,t,4.9,Kota Administrasi Jakarta Barat,0
251289900,rumah_tangga,Storage Decorative Rack Shabby chic rak kosmetik hp remote dll A518,15575,24000,,96686,f,4.8,Kota Administrasi Jakarta Barat,0
15808536151,rumah_tangga,Box Storage Underwear Box bisa melipat penyimpanan multifungsi Kotak,776,39900,100000,848,f,4.9,Kota Administrasi Jakarta Pusat,60.10
392043258,rumah_tangga,SWAN TOILET COLOUR BALL KAMPER WARNA ISI 5 200 GRAM,35,31888,,99995,t,5,Kota Administrasi Jakarta Barat,0
870517956,rumah_tangga,Shinpo 111 Sky CB45 Container Box Kotak Plastik CB 45 Liter,3019,67932,,96984,t,4.9,Kota Administrasi Jakarta Barat,0
11847691215,rumah_tangga,Books Meja Container Box Organiser Acrylic Transparent,2444,99990,,310,t,4.9,Kota Bandung,0
9587406924,rumah_tangga,Cubic Lemari Sepatu Minimalis / Rak Sepatu / GENIO LS 80,129,670000,1999000,92,t,4.7,Kab. Gresik,66.48
326395664,rumah_tangga,BOX CONTAINER 50 LITER CPM TANAKA / KONTAINER TEMPAT BARANG SERBAGUNA,3627,57999,58000,8864,f,4.8,Kota Administrasi Jakarta Barat,0.00
264834783,rumah_tangga,Kasur Mimpi Original 160 x200 (Kasur Latex),717,11840000,14800000,50,t,4.9,Kab. Gresik,20.00
10371977402,rumah_tangga,COOGER Alat Pel Busa Peras Lipat Otomatis Sponge Mop Alat Pel Spons Serbaguna Daya Serap Tinggi 3S Cepat Lunak Pel Penyerap Air Praktis Serbaguna Untuk Rumah Kamar Mandi Mobil Garasi,2384,69900,237900,32,t,4.9,Kab. Bekasi,70.62
1657786391,rumah_tangga,Guling Mimpi Bolster,339,826000,1180000,41,t,4.9,Kab. Gresik,30.00
1999110857,rumah_tangga,Bantal Mimpi Contour 100% Latex Alami - Desain Melengkung,51,1316000,1880000,48,t,4.7,Kab. Gresik,30.00
946108223,rumah_tangga,Kasur Mimpi Luxury 180 x200 Kasur Latex Mewah),73,18720000,20800000,50,t,5,Kab. Gresik,10.00
1155659541,rumah_tangga,Mimpi Sleep Spagetti- Bantal Tidur Nyaman dengan Micro-Springs Lateks Alami,239,756000,1080000,49,t,4.8,Kab. Gresik,30.00
946100730,rumah_tangga,Kasur Mimpi Luxury 160 x200 Kasur Latex Mewah),35,17820000,19800000,49,t,5,Kab. Gresik,10.00
264836303,rumah_tangga,Mimpi Sleep Kasur Mimpi Original 200x200x25cm Super King - Kasur Latex Premium 4 Lapisan dengan 2 Bantal Latex Gratis Garansi 10 Tahun,256,13440000,16800000,19,t,5,Kab. Gresik,20.00
946113720,rumah_tangga,Kasur Mimpi Luxury 200 x200 Kasur Latex Mewah),55,19620000,21800000,50,t,5,Kab. Gresik,10.00
264833550,rumah_tangga,Kasur Mimpi Original 120 x200 (Kasur Latex),334,10240000,12800000,50,t,4.9,Kab. Gresik,20.00
264835515,rumah_tangga,Kasur Mimpi Original 180 x200 (Kasur Latex),685,12640000,15800000,46,t,4.9,Kab. Gresik,20.00
3460095867,rumah_tangga,COOGER Rak Jemuran Baju Stainless Steel Rak Jemuran Handuk 4 Susun,1336,209900,450000,500,t,4.8,Kab. Bekasi,53.36
10372826051,rumah_tangga,COOGER Set Sapu Pengki Lipat 2in1 Broom Set Sapu Rotasi 180 dan Pengki Lipat Premium,2948,99900,279900,373,t,4.9,Kab. Bekasi,64.31
2108286624,rumah_tangga,COOGER Sapu Lantai Alat Pembersih Lantai Sapu Pengki Set Kuat Ringan Tidak Mudah Rontok,3779,109900,210000,300,t,4.9,Kab. Bekasi,47.67
10623664326,rumah_tangga,COOGER Alat Pel Lantai Datar Jumbo Automatic Flat Mop Super Flat Mop,1794,74900,249000,32,t,4.9,Kab. Bekasi,69.92
1920260966,rumah_tangga,COOGER Gantungan Handuk 50cm Warna Hitam (Towel Holder - Black),3833,124900,239000,396,t,4.8,Kab. Bekasi,47.74
12068786613,rumah_tangga,COOGER Sikat Kamar Mandi Toilet Garasi 3in1 Serbaguna Dilengkapi Wiper dan Scraper serta dapat Berotasi 180°,2314,49900,167000,441,t,4.9,Kab. Bekasi,70.12
10132338994,rumah_tangga,COOGER Pel Lantai Panda Dual Clean Mop Terbaru 2IN1 Spin Mop Pel Lantai Otomatis Teknologi Pemisah Air Bersih dan Kotor,5742,284900,928000,405,t,4.9,Kab. Bekasi,69.30
14380235617,fashion_anak,Rugers By Kayamani - Celana Kulot Anak Perempuan - Lilac Soft Kulot,4,114900,,2,t,5,Kota Tangerang Selatan,0
1920256663,rumah_tangga,COOGER Rak Dapur/ Rak penyimpanan multifungsi dengan 5 hook,822,129900,239000,489,t,4.8,Kab. Bekasi,45.65
3410881129,rumah_tangga,COOGER BUNDLE Set Sapu Dan Pengki Dengan Alat Pel Semprot Spray Mop,89,259900,460000,298,t,4.7,Kab. Bekasi,43.50
12054600154,rumah_tangga,COOGER Rak Kamar Mandi Sudut 1 Susun Alumunium Rak Dinding Serbaguna,618,59900,99000,495,t,4.9,Kab. Bekasi,39.49
12286653354,rumah_tangga,COOGER BUNDLE Gantungan Rak Handuk Hitam Dengan Rak Sudut 1 Susun,234,159900,699900,200,t,4.9,Kab. Bekasi,77.15
987891368,rumah_tangga,COOGER Rak Jemuran 3 Susun Foldable Stainless Steel,3266,159900,450000,33,t,4.9,Kab. Bekasi,64.47
2178620423,kecantikan,NATUR-E DAILY NOURISHING 300 IU BOX 32 KAPSUL,2,93240,,1,t,5,Kota Bandung,0
7280661111,rumah_tangga,COOGER Sikat Lantai 3in1 dengan wiper Berbentuk V Dapat Berotasi 180°,1422,44900,159900,29,t,4.8,Kab. Bekasi,71.92
9109764017,rumah_tangga,COOGER Alat Pel Karet / Sponge Mop / Spons Mop dengan Rol Besar,741,139900,449900,45,t,4.9,Kab. Bekasi,68.90
11504400545,rumah_tangga,COOGER Sikat Lantai Multifungsi Sikat Kamar Mandi Dengan Wiper dan Scraper Toilet Brush Gagang Stainless Steel Anti Rontok,10469,49900,167000,5,t,4.9,Kab. Bekasi,70.12
12053859939,rumah_tangga,COOGER Vacuum Cleaner Mini Portable Wireless Penyedot Debu Serbaguna,612,229900,450000,500,t,4.8,Kab. Bekasi,48.91
100275052363,rumah_tangga,Dekoruma KAWA Coffee Table / Meja Tamu Kayu Minimalis,267,447000,753000,184,t,4.9,Kab. Bekasi,40.64
2798162881,rumah_tangga,TC ELECTRONIC HYPERGRAVITY COMPRESSOR BMJ,2,2448000,,98,t,5,Kota Administrasi Jakarta Pusat,0
100275047482,rumah_tangga,Dekoruma Yver Meja Makan Kayu dengan Laci Serbaguna,442,2075000,3636000,154,t,4.9,Kab. Bekasi,42.93
100275060152,rumah_tangga,Dekoruma USHI Karpet Lantai Dengan Motif Ukuran 150x100 cm,76,262000,349000,344,t,5,Kab. Bekasi,24.93
8202224854,rumah_tangga,Cubic LUNA LPM 301 - Dekoruma Lemari Pakaian Oak White / Wardrobe,849,1109000,1799000,76,t,4.8,Kab. Bekasi,38.35
100275053123,rumah_tangga,Dekoruma SENO Credenza Walnut / Lemari Kabinet Japandi Modern,190,1832999,2916000,101,t,4.9,Kab. Bekasi,37.14
1606018069,rumah_tangga,Dunlopillo Thermal & Travel Blanket / Deep Blue (Biru Tua) Limited,2884,119000,229000,4,t,4.9,Kota Administrasi Jakarta Pusat,48.03
100275230468,rumah_tangga,Dekoruma SANO Lemari Laci Kantor - Drawer Minimalis,208,720000,1203000,90,t,5,Kab. Bekasi,40.15
100275049763,rumah_tangga,Dekoruma KATO Dipan Tempat Tidur Space Saving - Ukuran Queen 160,318,3314000,5109000,150,t,4.9,Kab. Bekasi,35.13
100275049757,rumah_tangga,Dekoruma RIYO Kursi Kantor dengan Footrest Hitam | Kursi Kantor,278,1340000,2535000,188,t,4.8,Kab. Bekasi,47.14
100275046833,rumah_tangga,Dekoruma Seno Shoe Cabinet,422,1466000,2286000,139,t,4.9,Kab. Bekasi,35.87
100275043868,rumah_tangga,Dekoruma Nobu Meja Kerja Minimalis atau Meja Belajar Sudut L dari Kayu Olahan,553,1172000,1833000,93,t,4.9,Kab. Bekasi,36.06
100275131852,rumah_tangga,Dekoruma Denji Sofa Bench dengan Penyimpanan - Storage Bench Hijau,10,1739000,2673000,63,t,5,Kab. Bekasi,34.94
100275217067,rumah_tangga,Dekoruma Nowi Jam Dinding Minimalis Diameter 27cm - Navy,315,135999,200000,56,t,4.9,Kab. Bekasi,32.00
8202609530,rumah_tangga,Cubic LUNA MILANO LP 2P - Dekoruma Lemari Pakaian 2 Pintu / Wardrobe,185,1392000,2718000,18,t,4.7,Kab. Bekasi,48.79
100275044203,rumah_tangga,Dekoruma Nowi Jam Dinding Minimalis Diameter 27cm - White,514,136000,200000,284,t,4.9,Kab. Bekasi,32.00
100275054810,rumah_tangga,Dekoruma TOSHI Side Table Serbaguna / Meja Kecil untuk Sofa,150,353000,498000,48,t,4.9,Kab. Bekasi,29.12
5323977520,rumah_tangga,IKEA TISKEN Tempat Sikat Gigi Tempel Dengan Plastik Hisap,10087,29900,,1556,t,5,Kota Administrasi Jakarta Timur,0
100275055560,rumah_tangga,Dekoruma Nola Jam Dinding Minimalis Diameter 33cm - Cream,120,163000,299000,362,t,4.7,Kab. Bekasi,45.48
100275217052,rumah_tangga,Dekoruma Isy Shoe Cabinet,362,1150900,2103000,102,t,4.8,Kab. Bekasi,45.27
100275047868,rumah_tangga,Dekoruma TOSHI Meja Belajar dengan Rak | Meja Kerja Kayu Minimalis,339,584999,1266000,258,t,5,Kab. Bekasi,53.79
100275217251,rumah_tangga,Dekoruma NAM Keset Kaki Dekoratif Minimalis 40x60 cm | Doormat,346,31000,79000,224,t,5,Kab. Bekasi,60.76
14689379837,rumah_tangga,Bantal Kepala Silikon Hotel Elephant / Hollow Fibre,901,50000,110000,980,t,4.8,Kab. Tangerang,54.55
100275219930,rumah_tangga,Dekoruma KATO Dipan Tempat Tidur ukuran King 180,132,3765000,5616000,134,t,4.8,Kab. Bekasi,32.96
1576986597,rumah_tangga,GM Bear Alat Pel Lantai Praktis 1079-Ultra Mop Briny Green,3993,64890,236250,655,t,4.8,Kab. Tangerang,72.53
1607206698,rumah_tangga,Alas Setrika ModernFoam Ukuran 100X50 Tebal 3cm,4691,72719,80800,95627,t,4.9,Kota Tangerang Selatan,10.00
9603692153,rumah_tangga,SAPPORO PARMA 6 - Lemari Pakaian Besi 6 Pintu | Steel Wardrobe 6 Doors,38,5899900,9850000,17,t,,,40.10
8277661176,rumah_tangga,Mobeliving - Lemari Pakaian 6 dan 7 Pintu lavender - Lemari Pakaian Besar dengan Tempat Penyimpanan,70,4899000,9798000,179,t,4.9,Kab. Bogor,50.00
2230463030,rumah_tangga,GM Bear Alat Pel Lantai Putar Praktis 1109-Twist MOP,4431,36990,153000,2806,t,4.7,Kab. Tangerang,75.82
5303017803,rumah_tangga,IKEA HASSJON Ring Tirai Kamar Mandi Putih Isi 12pcs,4616,20000,,890,t,5,Kota Administrasi Jakarta Timur,0
1787406960,rumah_tangga,BASKET HAWAII 6700 DARK BROWN MILEA,6,24000,,2,t,5,Kota Administrasi Jakarta Selatan,0
16237594518,dapur,Breville the 58mm Bottomless Naked Portafilter - Porta Filter Kopi Coffee Mesin Espresso,0,1798900,1999000,6,f,5,Jakarta Utara,10.01
10227446287,rumah_tangga,GM Bear Sikat Pembersih Kaca Jendela (2 in 1) 2036 - Windows Wiper,580,27990,119900,254,t,4.9,Kab. Tangerang,76.66
1802809996,rumah_tangga,Bantal Tidur Hotel Bintang 5 Dream Care - High Quality Fiber,1127,85000,250000,1,t,4.9,Kab. Tangerang,66.00
390584080,rumah_tangga,Matras Protector / Pelindung kasur / cover matras 100 x 200,283,185900,263000,99957,t,4.9,Kab. Tangerang,29.32
2770986119,rumah_tangga,GM Bear Tongkat Set + Kain Pel 1521 - Mop Stick Set with HEADMOP,4379,44990,129900,333,t,4.7,Kab. Tangerang,65.37
11508072907,rumah_tangga,Elephant Kasur Lantai Rebounded 100x200,1475,310000,700000,396,t,5,Kab. Tangerang,55.71
796247641,rumah_tangga,Offo Living - Rak Buku 4 Susun Minimalis - Rak Serbaguna 4 Susun BC,3246,299000,598000,464,t,4.9,Kab. Bogor,50.00
100109822200,rumah_tangga,[COD] Kleaner Window Wiper Teleskopik 2 in 1 Kaca Anti Karat,27142,71000,99200,117,t,4.9,Kota Administrasi Jakarta Barat,28.43
6466980383,rumah_tangga,ARTHOME 120 CM TANAMAN ARTIFISIAL MINI FICUS,70,351000,539900,1,t,4.9,Kab. Bekasi,34.99
185652293,rumah_tangga,tirai foil silver / backdrop silver / foil fringe curtain/ background,4638,8245,8500,7005,f,4.9,Kota Administrasi Jakarta Utara,3.00
1022851319,rumah_tangga,Bendera tempel kaca /  merah putih hiasan mobil / aksesoris hut ri,5484,5820,6000,8088,f,4.8,Kota Administrasi Jakarta Utara,3.00
102141787916,dapur,Hydro Flask Tumbler 32oz Wide Mouth Flex Straw Cap - Botanical Bliss Coconut,0,829000,,2,f,5,Jakarta Utara,0
1522150813,rumah_tangga,tirai foil warna PASTEL / backdrop foil background rainbow pelangi,3193,10670,11000,6388,f,4.9,Kota Administrasi Jakarta Utara,3.00
493555770,rumah_tangga,bendera kain warna warni / bendera karnaval / flag segitiga kain murah,4442,9215,9500,4674,f,4.9,Kota Administrasi Jakarta Utara,3.00
596042529,rumah_tangga,keset kaki handuk imlek shio 45x70 tebal dan serap,332,45999,,99965,f,4.8,Kota Administrasi Jakarta Utara,0
3474500920,rumah_tangga,"Karpet merah pernikahan / Karpet dekorasi pernikahan P = 5m, L =1.2m - avanos chilired",31,300000,600000,44,t,5,Kota Bandung,50.00
6986938299,rumah_tangga,ARTHOME 30.5 CM TANAMAN ARTIFISIAL GREENERY DENGAN POT,13,189500,291500,2,t,3,Kota Administrasi Jakarta Selatan,34.99
651971788,rumah_tangga,tirai foil biru muda / backdrop foil fringe curtain background dekor,4797,8500,,7585,f,4.9,Kota Administrasi Jakarta Utara,0
3474531683,rumah_tangga,5mt x 1.2m Karpet merah pernikahan / Karpet dekorasi pernikahan - avanos chlired,12,600000,,163,t,5,Kota Administrasi Jakarta Utara,0
16161215802,dapur,Hydro Flask Tumbler 32oz Wide Mouth Flex Straw Cap - Aloe,0,746100,829000,6,f,5,Jakarta Utara,10.00
185652573,rumah_tangga,tirai foil gold / backdrop gold / foil fringe curtain/ background gold,2918,8245,8500,7593,f,4.9,Kota Administrasi Jakarta Utara,3.00
353772761,rumah_tangga,bendera kain / bendera umbul umbul karnaval / flag segitiga kain warna,7223,12000,,5262,f,4.9,Kota Administrasi Jakarta Utara,0
606627307,rumah_tangga,tirai foil rose pink / backdrop rose pink / foil fringe curtain elegan,4240,8245,8500,6032,f,4.9,Kota Administrasi Jakarta Utara,3.00
1209177244,rumah_tangga,Cake Topper hbd gold / Hiasan Kue Acrylic JUMBO bulat gold / toper kue,2101,8800,,7901,f,4.8,Kota Administrasi Jakarta Utara,0
651974519,rumah_tangga,tirai foil pink muda / backdrop foil fringe curtain background dekor,2096,8245,8500,8003,f,4.9,Kota Administrasi Jakarta Utara,3.00
6143785822,rumah_tangga,SELMA UKURAN M GREYSON BEAN BAG - MERAH,2,431000,863000,1,t,5,Kab. Tangerang,50.06
304112945,rumah_tangga,bendera pawai karnaval  / bendera / bendera HUT RI / bendera tangkai,6346,18000,,8188,f,4.9,Kota Administrasi Jakarta Utara,0
493557692,rumah_tangga,Bendera kain segitiga merah putih / bendera umbul umbul HUT RI agustus,4605,10000,,9222,f,4.8,Kota Administrasi Jakarta Utara,0
304447841,rumah_tangga,Banner DIRGAHAYU RI ANAK / bunting flag HUT RI kemerdekaan 1,2310,9215,9500,9173,f,4.9,Kota Administrasi Jakarta Utara,3.00
12513220496,rumah_tangga,Dekorasi Imlek/ Hampers Imlek/ Hiasan Sinchia/ Gantungan Imlek,4,26000,,117,f,4.5,Kota Tangerang,0
429830633,rumah_tangga,Sofa Bed Vierra by Vassa Sofa Sofabed Minimalis Modern,229,2690000,3250000,296,t,4.9,Kab. Bogor,17.23
16114483670,rumah_tangga,Remot Control 1 for AC Motor,30,200000,,9,t,5,Kota Administrasi Jakarta Utara,0
1986281169,rumah_tangga,KURSI PLASTIK ANAK PLAYGROUP KURSI BELAJAR OLYMPLAST OK 305,438,75000,105000,24,f,4.9,Kota Administrasi Jakarta Timur,28.57
12469401879,rumah_tangga,Ivaro Big Ben Sofa L /Sofa Sudut/Sofa L Minimalis/Kursi L /Sofa Tamu,19,11500000,12900000,10,t,5,Kota Tangerang Selatan,10.85
3541612238,rumah_tangga,(CARGO) Olymplast OSC-R 3 Seater Kursi Sofa Santai Rotan Chair Plastik,3,799250,,885,t,5,Kota Administrasi Jakarta Barat,0
843135632,rumah_tangga,Informa Y-Series Kursi Tunggu 3 Dudukan - Silver Bangku Panjang Tempat Duduk Ruang Publik Stasiun Terminal,10,1403000,2159000,23,t,5,Kab. Tangerang,35.02
3451534699,rumah_tangga,SAPPORO RAVENNA - Lemari Pakaian Besi 4 Pintu Brankas Digital,77,3999900,5000000,23,t,,,20.00
7027895515,rumah_tangga,"Sofa L Keluarga 3 Seater+pouf Nala Argani-Rossa rangka Jati Belanda Ukuran 205x80 dan Pouf 75x75 - Furniture, Busa, Bantal, rangka kayu solid",3,6500000,,1000,f,5,Kota Administrasi Jakarta Selatan,0
3451316912,rumah_tangga,Informa Berwick Sofa Sectional Kulit - Hitam Kursi Santai Tempat Duduk Sofa Ruang Tamu Leter L Kursi Panjang,27,5399000,6479000,1,t,4.9,Kota Bekasi,16.67
1771250387,rumah_tangga,Kasur Busa Lipat IN THE BOX Travel Mattress Ukuran 80x200,2058,939060,999000,252,t,4.9,Kota Cimahi,6.00
3452736635,rumah_tangga,Dunlopillo Memory Foam Tailbone Pillow Pad for Sitting,479,139000,199000,10,t,4.8,Kota Administrasi Jakarta Pusat,30.15
8267800515,rumah_tangga,Ottoman procella Bench kamar Sofa Serbaguna Berkualitas dengan Tempat,0,1090000,,100,f,,Kota Medan,0
15414090997,rumah_tangga,Sofa L Kayu Minimalis | Nala Argani-Ledy| Sofa Ruang Tamu Minimalis,1,5000000,,100,f,5,Kota Administrasi Jakarta Selatan,0
843137342,rumah_tangga,Informa Snowden Bangku Fabric - Abu-Abu Kursi Kecil Tempat Duduk Pijakan Kaki Dingklik Bangku Kecil,18,1403000,,49,t,5,Kab. Tangerang,0
11827920265,rumah_tangga,Mobeliving - Sofa Bed Minimalis -  Sofabed Xoda - Sofabed Kecil 3in1,8,1145000,2290000,117,t,4.6,Kab. Bogor,50.00
997144432,rumah_tangga,OCTAVIA / KURSI LIPAT / FLOOR CHAIR / by VASSA SOFA,289,1150000,,436,t,4.9,Kab. Bogor,0
5192510739,rumah_tangga,IKEA STRANDMON Kursi Sofa Berlengan Abu-Abu Tua Desain Klasik,12,3195000,,9,t,5,Kota Administrasi Jakarta Timur,0
243438435,rumah_tangga,Dunlopillo Natural Latex Topper 180 x 200 cm,500,1699000,3000000,3,t,4.8,Kota Administrasi Jakarta Pusat,43.37
4193348737,rumah_tangga,Informa Haven Kursi Lesehan Lipat Anak Fabric - Abu-Abu Sofa Lantai Tempat Santai Kursi Gaming Alas Lantai Bantal,23,2051000,,98,t,4.8,Kab. Tangerang,0
5510555321,rumah_tangga,IKEA NYKIL Sofa bed Abu-Abu Tua 2 Dudukan Furniture,867,1495000,,87,t,4.9,Kota Administrasi Jakarta Timur,0
9019185335,rumah_tangga,SELMA LIVY SET SOFA FABRIC 2 & 3 SEATER - ABU-ABU MUDA,1,8207000,19437900,43,t,5,Kab. Bekasi,57.78
3475092838,rumah_tangga,Informa Nathan Sofa Recliner Fabric 1 Seater - Cokelat Kursi Santai Malas Baca Relaksasi Sofa Tunggal,76,3239000,4319000,103,t,5,Kab. Bekasi,25.01
1497098611,rumah_tangga,Informa Lexxy Sofa Kulit 1 Seater - Hitam/ Merah Kursi Santai Ruang Tamu Tunggal Tempat Duduk Kursi Baca,11,1619500,3239000,68,t,5,Kab. Bekasi,50.00
808839991,rumah_tangga,Informa Snowden Bangku Fabric - Abu-Abu Kursi Kecil Tempat Duduk Pijakan Kaki Dingklik Bangku Kecil,15,2450600,,18,t,5,Kab. Tangerang,0
100684054597,rumah_tangga,Kotak Penyimpanan Perhiasan Warna Merah Beludru Simpan Anting Cincin Pasangan Gelang Gesper Kalung Liontin Set Mewah Premium Jewelry Case Box,17,19000,,40,t,5,Kota Medan,0
1780039479,rumah_tangga,Kasur Busa Latex Inthebox Organix Lite 100x200 - Free bantal,17,3794250,5059000,999,t,4.4,Kota Cimahi,25.00
1775213772,rumah_tangga,Kasur Bisa Latex Inthebox Organix Plush 200x200 - Free bantal,136,6859300,9799000,1028,t,4.9,Kota Cimahi,30.00
1775185277,rumah_tangga,Kasur Busa Latex Inthebox Organix Plush 120x200 - Free bantal,73,4689300,6699000,1000,t,4.8,Kota Cimahi,30.00
2372912359,rumah_tangga,Kasur Busa Latex Inthebox Organix Hybrid 140x200 - Free bantal,54,3674250,4899000,996,t,4.8,Kota Cimahi,25.00
1785169444,rumah_tangga,Kasur Busa Latex Inthebox Organix Lite 200x200 - Free bantal,92,5451750,7269000,991,t,4.9,Kota Cimahi,25.00
1779963903,rumah_tangga,Kasur Busa Latex Inthebox Organix Hybrid 100x200 - Free bantal,66,3104250,4139000,1080,t,4.8,Kota Cimahi,25.00
185472207,rumah_tangga,Kasur Spring Bed INTHEBOX Ukuran 200x200 (Super King) - FREE BANTAL,850,2374050,2499000,1014,t,4.9,Kota Cimahi,5.00
784377159,rumah_tangga,Kasur Springbed INTHEBOX X Ukuran 180x200 (King) - Hanya Kasur,2250,2313110,2599000,866,t,4.9,Kota Cimahi,11.00
1058383191,rumah_tangga,Kasur Springbed INTHEBOX 101 Ukuran 160x200 (Queen) FREE BANTAL,1546,2184050,2299000,39,t,4.9,Kota Cimahi,5.00
1058429511,rumah_tangga,Kasur Springbed INTHEBOX 101 Ukuran 180x200 (King) FREE BANTAL,1558,2279050,2399000,1035,t,4.9,Kota Cimahi,5.00
1780045300,rumah_tangga,Kasur Busa Latex Inthebox Organix Lite 120x200 - Free bantal,118,3794250,5059000,1122,t,4.8,Kota Cimahi,25.00
378234289,rumah_tangga,1 set Bantal dan Guling Hotel/ Bantal Guling,3997,118800,220000,840,t,4.9,Kab. Tangerang,46.00
1058436737,rumah_tangga,Kasur Springbed INTHEBOX 101 Ukuran 200x200 (Super King) FREE BANTAL,221,2564050,2699000,23239,t,4.9,Kota Cimahi,5.00
2372890437,rumah_tangga,Kasur Spring Bed IN THE BOX PLUS 140x200 - FREE BANTAL,320,2915190,3599000,474,t,4.9,Kota Cimahi,19.00
1779957435,rumah_tangga,Kasur Busa Latex Inthebox Organix Hybrid 90x200 - Free bantal,33,3104250,4139000,1089,t,5,Kota Cimahi,25.00
